index,last index,commit hash,parent hash,extract type,commit text,new class,new class path,origin class,origin class path,extract entities,removed entities,split number,data path,url
116,2604,28f2f8e22a16592921dc773fe34b6e1846dd6e03,b5a7e024dbaa79bb30a55932f63f1e6f0e307a89,extractSuperclass,Introduces a default implementation of OperationSetMultiUserChat which removes duplications from extenders and fixes warnings. ,net.java.sip.communicator.service.protocol.AbstractOperationSetMultiUserChat ,net/java/sip/communicator/service/protocol/AbstractOperationSetMultiUserChat.java ,net.java.sip.communicator.impl.protocol.jabber.OperationSetMultiUserChatJabberImpl,net/java/sip/communicator/impl/protocol/jabber/OperationSetMultiUserChatJabberImpl.java,"removeInvitationListener(ChatRoomInvitationListener) removePresenceListener(LocalUserChatRoomPresenceListener) removeInvitationRejectionListener(ChatRoomInvitationRejectionListener) fireInvitationRejectedEvent(ChatRoom,String,String) addInvitationListener(ChatRoomInvitationListener) fireLocalUserPresenceEvent(ChatRoom,String,String) addInvitationRejectionListener(ChatRoomInvitationRejectionListener) addPresenceListener(LocalUserChatRoomPresenceListener)","removeInvitationListener(ChatRoomInvitationListener) removePresenceListener(LocalUserChatRoomPresenceListener) removeInvitationRejectionListener(ChatRoomInvitationRejectionListener) fireInvitationRejectedEvent(ChatRoom,String,String) addInvitationListener(ChatRoomInvitationListener) fireLocalUserPresenceEvent(ChatRoom,String,String) addInvitationRejectionListener(ChatRoomInvitationRejectionListener) addPresenceListener(LocalUserChatRoomPresenceListener)",1,god_class_refactor_examples/2604+jitsi_jitsi+28f2f+OperationSetMultiUserChatJabberImpl+AbstractOperationSetMultiUserChat.csv,https://github.com/jitsi/jitsi/commit/28f2f8e22a16592921dc773fe34b6e1846dd6e03
117,2608,28f2f8e22a16592921dc773fe34b6e1846dd6e03,b5a7e024dbaa79bb30a55932f63f1e6f0e307a89,extractSuperclass,Introduces a default implementation of OperationSetMultiUserChat which removes duplications from extenders and fixes warnings. ,net.java.sip.communicator.service.protocol.AbstractOperationSetMultiUserChat ,net/java/sip/communicator/service/protocol/AbstractOperationSetMultiUserChat.java ,net.java.sip.communicator.impl.protocol.yahoo.OperationSetMultiUserChatYahooImpl,net/java/sip/communicator/impl/protocol/yahoo/OperationSetMultiUserChatYahooImpl.java,"removeInvitationListener(ChatRoomInvitationListener) removePresenceListener(LocalUserChatRoomPresenceListener) removeInvitationRejectionListener(ChatRoomInvitationRejectionListener) fireInvitationRejectedEvent(ChatRoom,String,String) addInvitationListener(ChatRoomInvitationListener) fireLocalUserPresenceEvent(ChatRoom,String,String) addInvitationRejectionListener(ChatRoomInvitationRejectionListener) addPresenceListener(LocalUserChatRoomPresenceListener)","removeInvitationListener(ChatRoomInvitationListener) removePresenceListener(LocalUserChatRoomPresenceListener) removeInvitationRejectionListener(ChatRoomInvitationRejectionListener) fireInvitationRejectedEvent(ChatRoom,String,String) addInvitationListener(ChatRoomInvitationListener) fireLocalUserPresenceEvent(ChatRoom,String,String) addInvitationRejectionListener(ChatRoomInvitationRejectionListener) addPresenceListener(LocalUserChatRoomPresenceListener)",1,god_class_refactor_examples/2608+jitsi_jitsi+28f2f+OperationSetMultiUserChatYahooImpl+AbstractOperationSetMultiUserChat.csv,https://github.com/jitsi/jitsi/commit/28f2f8e22a16592921dc773fe34b6e1846dd6e03
118,2655,7562dd005201968c21a21612fd42680e0962acbc,d36c3f5d96a4e669eed32132be923f1b3dfff67e,extractSuperclass,Attempts to fix the problem of writingcyrillic text (it's just an example but it should happen with other encodings as well) and sending ??? instead and receiving cyrillic text which should be displayed correctly but is instead displayed as ???. ,net.java.sip.communicator.service.protocol.AbstractMessage ,net/java/sip/communicator/service/protocol/AbstractMessage.java ,net.java.sip.communicator.impl.protocol.zeroconf.MessageZeroconfImpl,net/java/sip/communicator/impl/protocol/zeroconf/MessageZeroconfImpl.java,getSize() getMessageUID() getSubject() subject contentType getRawData() messageUID getContent() getEncoding() getContentType(),getSize() getMessageUID() getSubject() subject contentType getRawData() messageUID getContent() getEncoding() getContentType(),1,god_class_refactor_examples/2655+jitsi_jitsi+7562d+MessageZeroconfImpl+AbstractMessage.csv,https://github.com/jitsi/jitsi/commit/7562dd005201968c21a21612fd42680e0962acbc
119,2675,2fe2f0d5dac8f3420fe8f55358938684c3a4d640,ecb95161eb71b98fdf0040aa1ca1ec1bd503db02,extractClass,Prevents .plugin.notificationconfiguration from creating the UI of its ConfigurationForm implementation at start up and delays it until it's really necessary. ,net.java.sip.communicator.plugin.notificationconfiguration.NotificationConfigurationForm ,net/java/sip/communicator/plugin/notificationconfiguration/NotificationConfigurationForm.java ,net.java.sip.communicator.plugin.notificationconfiguration.NotificationConfigurationConfigForm,net/java/sip/communicator/plugin/notificationconfiguration/NotificationConfigurationConfigForm.java,getIcon() getIndex() getTitle() getForm(),getIcon() getIndex() getTitle() getForm(),1,god_class_refactor_examples/2675+jitsi_jitsi+2fe2f+NotificationConfigurationConfigForm+NotificationConfigurationForm.csv,https://github.com/jitsi/jitsi/commit/2fe2f0d5dac8f3420fe8f55358938684c3a4d640
120,2727,f14ffbbe193e19a978e1b9dd0db50781d36786be,5d94cf7eb538a21f4b8e40ecc016f95204f3523e,extractClass,Added inheritance support to the InnerBuilder implementation ,org.jsonschema2pojo.util.ReflectionHelper ,org/jsonschema2pojo/util/ReflectionHelper.java ,org.jsonschema2pojo.rules.ObjectRule,org/jsonschema2pojo/rules/ObjectRule.java,"getSuperType(String,JsonNode,JPackage,Schema) resolveSchemaRefsRecursive(Schema) searchSuperClassesForField(String,JDefinedClass) definedClassOrNullFromType(JType) getSuperSchema(JsonNode,Schema,boolean) isFinal(JType) searchClassAndSuperClassesForField(String,JDefinedClass)","addConstructors(JDefinedClass,JsonNode,Schema,boolean) getSuperType(String,JsonNode,JPackage,Schema) resolveSchemaRefsRecursive(Schema) getConstructorProperties(JsonNode,boolean) searchSuperClassesForField(String,JDefinedClass) definedClassOrNullFromType(JType) getSuperSchema(JsonNode,Schema,boolean) isFinal(JType) searchClassAndSuperClassesForField(String,JDefinedClass) getSuperTypeConstructorPropertiesRecursive(JsonNode,Schema,boolean)",1,god_class_refactor_examples/2727+joelittlejohn_jsonschema2pojo+f14ff+ObjectRule+ReflectionHelper.csv,https://github.com/joelittlejohn/jsonschema2pojo/commit/f14ffbbe193e19a978e1b9dd0db50781d36786be
121,2737,0009a9c8b9c1a249e4181eaacd82ad48354f4630,1c357625fbe685df10d62cee5f592ca3eb79c8f4,extractSuperclass,Extract generic camera functionlity into CameraPreview. ,com.journeyapps.barcodescanner.CameraPreview ,com/journeyapps/barcodescanner/CameraPreview.java ,com.journeyapps.barcodescanner.BarcodeView,com/journeyapps/barcodescanner/BarcodeView.java,"calculateFrames() activity surfaceView firePreviewReady() setupSurfaceView() initialize(Context,AttributeSet,int,int) onLayout(boolean,int,int,int,int) rotationChanged() previewActive containerSized(Rect) getFramingRect() previewFramingRect getDisplayRotation() surfaceCallback resume() addStateListener(StateListener) TAG startPreviewIfReady() cameraInstance calculateFramingRect(Rect,Rect) getPreviewFramingRect() getPreviewScaleMode() stateListeners framingRect previewScaleMode surfaceRect rotationListener initCamera() containerRect previewSize startCameraPreview(SurfaceHolder) hasSurface previewSized(Point)","calculateFrames() activity surfaceView firePreviewReady() setupSurfaceView() initialize(Context,AttributeSet,int,int) onLayout(boolean,int,int,int,int) rotationChanged() previewActive containerSized(Rect) getFramingRect() previewFramingRect getDisplayRotation() surfaceCallback resume() addStateListener(StateListener) TAG startPreviewIfReady() cameraInstance calculateFramingRect(Rect,Rect) getPreviewFramingRect() getPreviewScaleMode() stateListeners framingRect previewScaleMode surfaceRect rotationListener initCamera() containerRect previewSize startCameraPreview(SurfaceHolder) hasSurface previewSized(Point)",1,god_class_refactor_examples/2737+journeyapps_zxing-android-embedded+0009a+BarcodeView+CameraPreview.csv,https://github.com/journeyapps/zxing-android-embedded/commit/0009a9c8b9c1a249e4181eaacd82ad48354f4630
122,2738,9056458ea8b7d40f948908969a87148c3c727d6a,bb5d984c0ca836d45279d1def97e3a01434cfb6d,extractClass,Fix orientation issues. ,com.journeyapps.barcodescanner.camera.CameraSettings com.journeyapps.barcodescanner.camera.DisplayConfiguration ,com/journeyapps/barcodescanner/camera/CameraSettings.java com/journeyapps/barcodescanner/camera/DisplayConfiguration.java ,com.journeyapps.barcodescanner.camera.CameraManager,com/journeyapps/barcodescanner/camera/CameraManager.java,setDisableMetering(boolean) disableContinuousFocus disableMetering requestedCameraId setDisableContinuousFocus(boolean) setAutoFocus(boolean) invertScan isRotated() autoFocus setInvertScan(boolean) disableBarcodeSceneMode setDisableBarcodeSceneMode(boolean),setDisableMetering(boolean) disableContinuousFocus disableMetering requestedCameraId setDisableContinuousFocus(boolean) setAutoFocus(boolean) invertScan isRotated() autoFocus setInvertScan(boolean) disableBarcodeSceneMode setDisableBarcodeSceneMode(boolean),2,god_class_refactor_examples/2738+journeyapps_zxing-android-embedded+90564+CameraManager+DisplayConfiguration.csv,https://github.com/journeyapps/zxing-android-embedded/commit/9056458ea8b7d40f948908969a87148c3c727d6a
123,2840,16e85b8af6f5babc44ef705e3b4708024a12c11a,edc9231ece98e6bb30a01becd2c4e9be7399ba7d,extractSuperclass,Fix/#876  LightHttpHandler is getting auditOnError and auditStackTrace config properly. (#882)  * issue #876  - now LightHttpHandler is getting auditOnError and auditStackTrace correctly.    * issue - #876  - added auditConfig check  - refactored tests for audit  - adjusted tests for audit  - removed unused handler.yml    * issue - #876  - updated comment,com.networknt.audit.AuditHandlerTestBase ,com/networknt/audit/AuditHandlerTestBase.java ,com.networknt.audit.AuditHandlerTest,com/networknt/audit/AuditHandlerTest.java,"setUp() auditLogger runTest(String,String,String,int) captorLoggingEvent verifyAuditLog(String) server mockAppender afterTest() requiredKeys tearDown() verifyAuditInfo(String,String) beforeTest() getTestHandler()","setUp() auditLogger runTest(String,String,String,int) captorLoggingEvent verifyAuditLog(String) verifyAuditErrorStatus() server mockAppender afterTest() requiredKeys tearDown() verifyAuditInfo(String,String) beforeTest() getTestHandler()",1,god_class_refactor_examples/2840+networknt_light-4j+16e85+AuditHandlerTest+AuditHandlerTestBase.csv,https://github.com/networknt/light-4j/commit/16e85b8af6f5babc44ef705e3b4708024a12c11a
124,2854,f53b315d31845b026b3ed1b2e28c132676a450eb,5203d9ab8e20ec8d71b6166bd318afc22193b4a3,extractClass,fixes #120 Split integration tests from unit tests ,com.networknt.client.Http2ClientIT ,com/networknt/client/Http2ClientIT.java ,com.networknt.client.Http2ClientTest,com/networknt/client/Http2ClientTest.java,testMultipleHttpPost() testMultipleHttpPostSsl() testMultipleHttpGet() testMultipleHttp2GetSsl() testMultipleHttp2PostSsl() testMultipleHttpGetSsl(),testMultipleHttpPost() testMultipleHttpPostSsl() testMultipleHttpGet() testMultipleHttp2GetSsl() testMultipleHttp2PostSsl() testMultipleHttpGetSsl(),1,god_class_refactor_examples/2854+networknt_light-4j+f53b3+Http2ClientTest+Http2ClientIT.csv,https://github.com/networknt/light-4j/commit/f53b315d31845b026b3ed1b2e28c132676a450eb
125,2869,f59e100b3c3187aacb8e0d44310817f24c5144e3,388ceb08f17dbf632d65375bea63dde1dcebf333,extractClass,"rebuild apis for  materialish-progress, delete .idea files, simplify progress implement ",cn.pedant.SweetAlert.ProgressHelper ,cn/pedant/SweetAlert/ProgressHelper.java ,cn.pedant.SweetAlert.SweetAlertDialog,cn/pedant/SweetAlert/SweetAlertDialog.java,getRimColor() getCircleRadius() getRimWidth() getProgress() isSpinning() setCircleRadius(int) getSpinSpeed() stopSpinning() setProgress(float) getBarWidth() getBarColor(),getRimColor() getCircleRadius() getRimWidth() getProgress() isSpinning() setCircleRadius(int) getSpinSpeed() stopSpinning() setProgress(float) getBarWidth() getBarColor(),1,god_class_refactor_examples/2869+pedant_sweet-alert-dialog+f59e1+SweetAlertDialog+ProgressHelper.csv,https://github.com/pedant/sweet-alert-dialog/commit/f59e100b3c3187aacb8e0d44310817f24c5144e3
126,2890,30b76285e3d65ecc946ebeb7315e95abfda451b9,ac94110fc4e7e40fa85bc0804abb22c54c5ccb0c,extractClass,Add replacement for TypeHelper ,net.sourceforge.pmd.lang.java.types.TypeTestUtil net.sourceforge.pmd.lang.java.types.TypesFromReflection ,net/sourceforge/pmd/lang/java/types/TypeTestUtil.java net/sourceforge/pmd/lang/java/types/TypesFromReflection.java ,net.sourceforge.pmd.lang.java.typeresolution.TypeHelper,net/sourceforge/pmd/lang/java/typeresolution/TypeHelper.java,"testNullName() testInvalidName2() loadClass(NullableClassLoader,String) fallbackIsA(TypeNode,String) invalidClassName(String) isAnnotationSubtype(Class<?>,String) loadClassFromCanonicalName(NullableClassLoader,String) testPrimitiveArray() testInvalidName() loadClassMaybeArray(NullableClassLoader,String) testNestedClass() testNestedClassArray() checkJavaIdent(String,int) PRIMITIVES_BY_NAME loadClassWithNodeClassloader(TypeNode,String)","testNullName() testInvalidName2() loadClass(NullableClassLoader,String) invalidClassName(String) fallbackIsA(TypeNode,String) isAnnotationSubtype(Class<?>,String) loadClassFromCanonicalName(NullableClassLoader,String) testPrimitiveArray() testInvalidName() loadClassMaybeArray(NullableClassLoader,String) testNestedClass() testNestedClassArray() checkJavaIdent(String,int) PRIMITIVES_BY_NAME loadClassWithNodeClassloader(TypeNode,String)",2,god_class_refactor_examples/2890+pmd_pmd+30b76+TypeHelper+TypesFromReflection.csv,https://github.com/pmd/pmd/commit/30b76285e3d65ecc946ebeb7315e95abfda451b9
127,2930,d11e6e3115d783650a6f49984d496e0ae157b955,2ae0341a3f3656ec29094a16d9c9bbfc6f4ba1d3,extractClass,Moved patch code specific to val and delegate to their own class.  @Delegate in eclipse works pretty much exactly as designed at this point!,lombok.eclipse.agent.PatchDelegate lombok.eclipse.agent.PatchVal.Reflection lombok.eclipse.agent.PatchVal ,lombok/eclipse/agent/PatchDelegate.java lombok/eclipse/agent/PatchVal/Reflection.java lombok/eclipse/agent/PatchVal.java ,lombok.eclipse.agent.PatchFixes,lombok/eclipse/agent/PatchFixes.java,"iterableCopyField handleDelegateForType2(ClassScope) initCopyField copyInitializationOfLocalDeclarationForVal(Parser) getForEachComponentType(Expression,BlockScope) generateDelegateMethods(TypeDeclaration,List<MethodBinding>,char[],ASTNode) astStackField skipResolveInitializerIfAlreadyCalled(Expression,BlockScope) charArrayEquals(String,char[]) astPtrField copyInitializationOfForEachIterable(Parser) addAllMethodBindings(List<MethodBinding>,TypeBinding) handleValForForEach(ForeachStatement,BlockScope) skipResolveInitializerIfAlreadyCalled2(Expression,BlockScope,LocalDeclaration) handleValForLocalDeclaration(LocalDeclaration,BlockScope) generateDelegateMethod(char[],MethodBinding,CompilationResult,ASTNode)","iterableCopyField handleDelegateForType2(ClassScope) initCopyField copyInitializationOfLocalDeclarationForVal(Parser) getForEachComponentType(Expression,BlockScope) generateDelegateMethods(TypeDeclaration,List<MethodBinding>,char[],ASTNode) astStackField skipResolveInitializerIfAlreadyCalled(Expression,BlockScope) charArrayEquals(String,char[]) astPtrField copyInitializationOfForEachIterable(Parser) addAllMethodBindings(List<MethodBinding>,TypeBinding) handleValForForEach(ForeachStatement,BlockScope) skipResolveInitializerIfAlreadyCalled2(Expression,BlockScope,LocalDeclaration) handleValForLocalDeclaration(LocalDeclaration,BlockScope) generateDelegateMethod(char[],MethodBinding,CompilationResult,ASTNode)",3,god_class_refactor_examples/2930+projectlombok_lombok+d11e6+PatchFixes+PatchVal.csv,https://github.com/projectlombok/lombok/commit/d11e6e3115d783650a6f49984d496e0ae157b955
128,2969,8bf84acf152d79347ea4252a2bbf1e95d6c51675,e296c255eaa82b348eb6d85a731b949f4598f7ec,extractSubclass,Initial implementation of remote behaviors ,co.paralleluniverse.actors.behaviors.LocalSupervisor ,co/paralleluniverse/actors/behaviors/LocalSupervisor.java ,co.paralleluniverse.actors.behaviors.Supervisor,co/paralleluniverse/actors/behaviors/Supervisor.java,"Supervisor(String,MailboxConfig,RestartStrategy,List<ChildSpec>) Supervisor(RestartStrategy) log() Supervisor(String,MailboxConfig,RestartStrategy) init() Supervisor(Strand,String,MailboxConfig,RestartStrategy) shutdownChild(ChildEntry,boolean) onStart() Supervisor(String,MailboxConfig,RestartStrategy,ChildSpec...) Supervisor(String,RestartStrategy,List<ChildSpec>) Supervisor(RestartStrategy,List<ChildSpec>) addChild(ChildSpec) handleLifecycleMessage(LifecycleMessage) tryRestart(ChildEntry,Throwable,long,Iterator<ChildEntry>) Supervisor(Strand,String,MailboxConfig,RestartStrategy,List<ChildSpec>) shutdownChildren() Supervisor(String,RestartStrategy,Initializer) createStrandForActor(Strand,LocalActor) removeChild(ChildEntry,Iterator<ChildEntry>) Supervisor(String,RestartStrategy,ChildSpec...) Supervisor(Strand,String,MailboxConfig,RestartStrategy,ChildSpec...) addChild1(ChildSpec) start(ChildEntry,LocalActor) children LOG now() onTerminate(Throwable) Supervisor(Strand,String,MailboxConfig,RestartStrategy,Initializer) findEntryById(Object) restartStrategy childSpec childrenById Supervisor(String,RestartStrategy) joinChild(ChildEntry) Supervisor(RestartStrategy,ChildSpec...) start(ChildEntry) handleMessage(Object) unwatch(ChildEntry) findEntry(LocalActor) removeChild(Object,boolean) Supervisor(String,MailboxConfig,RestartStrategy,Initializer) getChild(Object)","Supervisor(String,MailboxConfig,RestartStrategy,List<ChildSpec>) Supervisor(RestartStrategy) log() Supervisor(String,MailboxConfig,RestartStrategy) init() Supervisor(Strand,String,MailboxConfig,RestartStrategy) shutdownChild(ChildEntry,boolean) onStart() Supervisor(String,MailboxConfig,RestartStrategy,ChildSpec...) Supervisor(String,RestartStrategy,List<ChildSpec>) Supervisor(RestartStrategy,List<ChildSpec>) addChild(ChildSpec) handleLifecycleMessage(LifecycleMessage) tryRestart(ChildEntry,Throwable,long,Iterator<ChildEntry>) Supervisor(Strand,String,MailboxConfig,RestartStrategy,List<ChildSpec>) shutdownChildren() Supervisor(String,RestartStrategy,Initializer) createStrandForActor(Strand,LocalActor) removeChild(ChildEntry,Iterator<ChildEntry>) Supervisor(String,RestartStrategy,ChildSpec...) Supervisor(Strand,String,MailboxConfig,RestartStrategy,ChildSpec...) addChild1(ChildSpec) start(ChildEntry,LocalActor) children LOG now() onTerminate(Throwable) Supervisor(Strand,String,MailboxConfig,RestartStrategy,Initializer) findEntryById(Object) restartStrategy childSpec childrenById Supervisor(String,RestartStrategy) joinChild(ChildEntry) Supervisor(RestartStrategy,ChildSpec...) start(ChildEntry) handleMessage(Object) unwatch(ChildEntry) findEntry(LocalActor) removeChild(Object,boolean) Supervisor(String,MailboxConfig,RestartStrategy,Initializer) getChild(Object)",1,god_class_refactor_examples/2969+puniverse_quasar+8bf84+Supervisor+LocalSupervisor.csv,https://github.com/puniverse/quasar/commit/8bf84acf152d79347ea4252a2bbf1e95d6c51675
